marks,total,test,reason,id,correct
0.5,0.5,mit_license,present,23f2001030,1
0.4,0.4,autolysis.py,present,23f2001030,1
0.1,0.1,goodreads/README.md,present,23f2001030,1
0.1,0.1,goodreads/*.png,present,23f2001030,1
0.1,0.1,happiness/README.md,present,23f2001030,1
0.1,0.1,happiness/*.png,present,23f2001030,1
0.1,0.1,media/README.md,present,23f2001030,1
0.1,0.1,media/*.png,present,23f2001030,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f2001030/goodreads.csv,23f2001030,0
0.0,0.5,uv run autolysis *,did not run all,23f2001030,0
0.5,0.5,public_repo,exists,21f2000168,1
0.5,0.5,mit_license,present,21f2000168,1
0.4,0.4,autolysis.py,present,21f2000168,1
0.1,0.1,goodreads/README.md,present,21f2000168,1
0.1,0.1,goodreads/*.png,present,21f2000168,1
0.1,0.1,happiness/README.md,present,21f2000168,1
0.1,0.1,happiness/*.png,present,21f2000168,1
0.1,0.1,media/README.md,present,21f2000168,1
0.1,0.1,media/*.png,present,21f2000168,1
0.5,0.5,uv run autolysis goodreads.csv,ran,21f2000168,1
0.5,0.5,uv run autolysis *,ran,21f2000168,1
0.5,0.5,public_repo,exists,21f3000279,1
0.5,0.5,mit_license,present,21f3000279,1
0.4,0.4,autolysis.py,present,21f3000279,1
0.1,0.1,goodreads/README.md,present,21f3000279,1
0.1,0.1,goodreads/*.png,present,21f3000279,1
0.1,0.1,happiness/README.md,present,21f3000279,1
0.1,0.1,happiness/*.png,present,21f3000279,1
0.1,0.1,media/README.md,present,21f3000279,1
0.1,0.1,media/*.png,present,21f3000279,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/21f3000279/autolysis.py"", line 24, in <module>     import cchardet as chardet ModuleNotFoundError: No module named 'cchardet' ",21f3000279,0
0.0,0.5,uv run autolysis *,did not run all,21f3000279,0
0.5,0.5,public_repo,exists,22f2001255,1
0.5,0.5,mit_license,present,22f2001255,1
0.4,0.4,autolysis.py,present,22f2001255,1
0.1,0.1,goodreads/README.md,present,22f2001255,1
0.1,0.1,goodreads/*.png,present,22f2001255,1
0.1,0.1,happiness/README.md,present,22f2001255,1
0.1,0.1,happiness/*.png,present,22f2001255,1
0.1,0.1,media/README.md,present,22f2001255,1
0.1,0.1,media/*.png,present,22f2001255,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/22f2001255/goodreads.csv,22f2001255,0
0.0,0.5,uv run autolysis *,did not run all,22f2001255,0
0.5,0.5,public_repo,exists,22f1001445,1
0.5,0.5,mit_license,present,22f1001445,1
0.4,0.4,autolysis.py,present,22f1001445,1
0.1,0.1,goodreads/README.md,present,22f1001445,1
0.1,0.1,goodreads/*.png,present,22f1001445,1
0.1,0.1,happiness/README.md,present,22f1001445,1
0.1,0.1,happiness/*.png,present,22f1001445,1
0.1,0.1,media/README.md,present,22f1001445,1
0.1,0.1,media/*.png,present,22f1001445,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f1001445,1
0.5,0.5,uv run autolysis *,ran,22f1001445,1
0.5,0.5,public_repo,exists,22f3000983,1
0.5,0.5,mit_license,present,22f3000983,1
0.4,0.4,autolysis.py,present,22f3000983,1
0.1,0.1,goodreads/README.md,present,22f3000983,1
0.1,0.1,goodreads/*.png,present,22f3000983,1
0.1,0.1,happiness/README.md,present,22f3000983,1
0.1,0.1,happiness/*.png,present,22f3000983,1
0.1,0.1,media/README.md,present,22f3000983,1
0.1,0.1,media/*.png,present,22f3000983,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3000983,1
0.5,0.5,uv run autolysis *,ran,22f3000983,1
0.5,0.5,public_repo,exists,23f1001734,1
0.5,0.5,mit_license,present,23f1001734,1
0.4,0.4,autolysis.py,present,23f1001734,1
0.1,0.1,goodreads/README.md,present,23f1001734,1
0.1,0.1,goodreads/*.png,present,23f1001734,1
0.1,0.1,happiness/README.md,present,23f1001734,1
0.1,0.1,happiness/*.png,present,23f1001734,1
0.1,0.1,media/README.md,present,23f1001734,1
0.1,0.1,media/*.png,present,23f1001734,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f1001734/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",23f1001734,0
0.0,0.5,uv run autolysis *,did not run all,23f1001734,0
0.5,0.5,public_repo,exists,23f2003248,1
0.5,0.5,mit_license,present,23f2003248,1
0.4,0.4,autolysis.py,present,23f2003248,1
0.1,0.1,goodreads/README.md,present,23f2003248,1
0.1,0.1,goodreads/*.png,present,23f2003248,1
0.1,0.1,happiness/README.md,present,23f2003248,1
0.1,0.1,happiness/*.png,present,23f2003248,1
0.1,0.1,media/README.md,present,23f2003248,1
0.1,0.1,media/*.png,present,23f2003248,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f2003248/goodreads.csv,23f2003248,0
0.0,0.5,uv run autolysis *,did not run all,23f2003248,0
0.5,0.5,public_repo,exists,22f1000619,1
0.5,0.5,mit_license,present,22f1000619,1
0.4,0.4,autolysis.py,present,22f1000619,1
0.1,0.1,goodreads/README.md,present,22f1000619,1
0.1,0.1,goodreads/*.png,present,22f1000619,1
0.1,0.1,happiness/README.md,present,22f1000619,1
0.1,0.1,happiness/*.png,present,22f1000619,1
0.1,0.1,media/README.md,present,22f1000619,1
0.1,0.1,media/*.png,present,22f1000619,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/22f1000619/autolysis.py"", line 17, in <module>     from google.colab import files ModuleNotFoundError: No module named 'google' ",22f1000619,0
0.0,0.5,uv run autolysis *,did not run all,22f1000619,0
0.5,0.5,public_repo,exists,22f2000169,1
0.5,0.5,mit_license,present,22f2000169,1
0.4,0.4,autolysis.py,present,22f2000169,1
0.1,0.1,goodreads/README.md,present,22f2000169,1
0.1,0.1,goodreads/*.png,present,22f2000169,1
0.1,0.1,happiness/README.md,present,22f2000169,1
0.1,0.1,happiness/*.png,present,22f2000169,1
0.1,0.1,media/README.md,present,22f2000169,1
0.1,0.1,media/*.png,present,22f2000169,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/22f2000169/goodreads.csv,22f2000169,0
0.0,0.5,uv run autolysis *,did not run all,22f2000169,0
0.5,0.5,public_repo,exists,23f2001566,1
0.5,0.5,mit_license,present,23f2001566,1
0.4,0.4,autolysis.py,present,23f2001566,1
0.1,0.1,goodreads/README.md,present,23f2001566,1
0.1,0.1,goodreads/*.png,present,23f2001566,1
0.1,0.1,happiness/README.md,present,23f2001566,1
0.1,0.1,happiness/*.png,present,23f2001566,1
0.1,0.1,media/README.md,present,23f2001566,1
0.1,0.1,media/*.png,present,23f2001566,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2001566,1
0.5,0.5,uv run autolysis *,ran,23f2001566,1
0.5,0.5,public_repo,exists,23f2002936,1
0.5,0.5,mit_license,present,23f2002936,1
0.4,0.4,autolysis.py,present,23f2002936,1
0.1,0.1,goodreads/README.md,present,23f2002936,1
0.1,0.1,goodreads/*.png,present,23f2002936,1
0.1,0.1,happiness/README.md,present,23f2002936,1
0.1,0.1,happiness/*.png,present,23f2002936,1
0.1,0.1,media/README.md,present,23f2002936,1
0.1,0.1,media/*.png,present,23f2002936,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2002936,1
0.5,0.5,uv run autolysis *,ran,23f2002936,1
0.5,0.5,public_repo,exists,21f1001238,1
0.5,0.5,mit_license,present,21f1001238,1
0.4,0.4,autolysis.py,present,21f1001238,1
0.1,0.1,goodreads/README.md,present,21f1001238,1
0.1,0.1,goodreads/*.png,present,21f1001238,1
0.1,0.1,happiness/README.md,present,21f1001238,1
0.1,0.1,happiness/*.png,present,21f1001238,1
0.1,0.1,media/README.md,present,21f1001238,1
0.1,0.1,media/*.png,present,21f1001238,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/21f1001238/goodreads.csv,21f1001238,0
0.0,0.5,uv run autolysis *,did not run all,21f1001238,0
0.5,0.5,public_repo,exists,23f2002904,1
0.5,0.5,mit_license,present,23f2002904,1
0.4,0.4,autolysis.py,present,23f2002904,1
0.1,0.1,goodreads/README.md,present,23f2002904,1
0.1,0.1,goodreads/*.png,present,23f2002904,1
0.1,0.1,happiness/README.md,present,23f2002904,1
0.1,0.1,happiness/*.png,present,23f2002904,1
0.1,0.1,media/README.md,present,23f2002904,1
0.1,0.1,media/*.png,present,23f2002904,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2002904,1
0.5,0.5,uv run autolysis *,ran,23f2002904,1
0.5,0.5,public_repo,exists,22f3002113,1
0.5,0.5,mit_license,present,22f3002113,1
0.4,0.4,autolysis.py,present,22f3002113,1
0.1,0.1,goodreads/README.md,present,22f3002113,1
0.0,0.1,goodreads/*.png,missing,22f3002113,0
0.1,0.1,happiness/README.md,present,22f3002113,1
0.0,0.1,happiness/*.png,missing,22f3002113,0
0.1,0.1,media/README.md,present,22f3002113,1
0.0,0.1,media/*.png,missing,22f3002113,0
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/22f3002113/autolysis.py"", line 10, in <module>     client = OpenAI(api_key=os.getenv(""AIRPROXY_TOKEN""))   File ""/root/.cache/uv/archive-v0/yeZHewfxda43i9kCUy-uM/lib/python3.13/site-packages/openai/_client.py"", line 101, in __init__     raise OpenAIError(         ""The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable""     ) openai.OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable ",22f3002113,0
0.0,0.5,uv run autolysis *,did not run all,22f3002113,0
0.5,0.5,public_repo,exists,24ds2000136,1
0.5,0.5,mit_license,present,24ds2000136,1
0.4,0.4,autolysis.py,present,24ds2000136,1
0.1,0.1,goodreads/README.md,present,24ds2000136,1
0.1,0.1,goodreads/*.png,present,24ds2000136,1
0.1,0.1,happiness/README.md,present,24ds2000136,1
0.1,0.1,happiness/*.png,present,24ds2000136,1
0.1,0.1,media/README.md,present,24ds2000136,1
0.1,0.1,media/*.png,present,24ds2000136,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/24ds2000136/goodreads.csv,24ds2000136,0
0.0,0.5,uv run autolysis *,did not run all,24ds2000136,0
0.5,0.5,public_repo,exists,22f3001119,1
0.5,0.5,mit_license,present,22f3001119,1
0.4,0.4,autolysis.py,present,22f3001119,1
0.1,0.1,goodreads/README.md,present,22f3001119,1
0.1,0.1,goodreads/*.png,present,22f3001119,1
0.1,0.1,happiness/README.md,present,22f3001119,1
0.1,0.1,happiness/*.png,present,22f3001119,1
0.1,0.1,media/README.md,present,22f3001119,1
0.1,0.1,media/*.png,present,22f3001119,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/22f3001119/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 180 seconds",22f3001119,0
0.0,0.5,uv run autolysis *,did not run all,22f3001119,0
0.5,0.5,public_repo,exists,23f2000605,1
0.5,0.5,mit_license,present,23f2000605,1
0.4,0.4,autolysis.py,present,23f2000605,1
0.0,0.1,goodreads/README.md,missing,23f2000605,0
0.0,0.1,goodreads/*.png,missing,23f2000605,0
0.0,0.1,happiness/README.md,missing,23f2000605,0
0.0,0.1,happiness/*.png,missing,23f2000605,0
0.0,0.1,media/README.md,missing,23f2000605,0
0.0,0.1,media/*.png,missing,23f2000605,0
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23f2000605/autolysis.py"", line 6, in <module>     import uvicorn ModuleNotFoundError: No module named 'uvicorn' ",23f2000605,0
0.0,0.5,uv run autolysis *,did not run all,23f2000605,0
0.5,0.5,public_repo,exists,23f2001475,1
0.5,0.5,mit_license,present,23f2001475,1
0.4,0.4,autolysis.py,present,23f2001475,1
0.1,0.1,goodreads/README.md,present,23f2001475,1
0.1,0.1,goodreads/*.png,present,23f2001475,1
0.1,0.1,happiness/README.md,present,23f2001475,1
0.1,0.1,happiness/*.png,present,23f2001475,1
0.1,0.1,media/README.md,present,23f2001475,1
0.1,0.1,media/*.png,present,23f2001475,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2001475,1
0.5,0.5,uv run autolysis *,ran,23f2001475,1
0.5,0.5,public_repo,exists,24f1001336,1
0.5,0.5,mit_license,present,24f1001336,1
0.4,0.4,autolysis.py,present,24f1001336,1
0.1,0.1,goodreads/README.md,present,24f1001336,1
0.1,0.1,goodreads/*.png,present,24f1001336,1
0.1,0.1,happiness/README.md,present,24f1001336,1
0.1,0.1,happiness/*.png,present,24f1001336,1
0.1,0.1,media/README.md,present,24f1001336,1
0.1,0.1,media/*.png,present,24f1001336,1
0.5,0.5,uv run autolysis goodreads.csv,ran,24f1001336,1
0.5,0.5,uv run autolysis *,ran,24f1001336,1
0.5,0.5,public_repo,exists,23f2005014,1
0.5,0.5,mit_license,present,23f2005014,1
0.4,0.4,autolysis.py,present,23f2005014,1
0.1,0.1,goodreads/README.md,present,23f2005014,1
0.1,0.1,goodreads/*.png,present,23f2005014,1
0.1,0.1,happiness/README.md,present,23f2005014,1
0.1,0.1,happiness/*.png,present,23f2005014,1
0.1,0.1,media/README.md,present,23f2005014,1
0.1,0.1,media/*.png,present,23f2005014,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2005014,1
0.5,0.5,uv run autolysis *,ran,23f2005014,1
0.5,0.5,public_repo,exists,23f3004390,1
0.5,0.5,mit_license,present,23f3004390,1
0.4,0.4,autolysis.py,present,23f3004390,1
0.1,0.1,goodreads/README.md,present,23f3004390,1
0.1,0.1,goodreads/*.png,present,23f3004390,1
0.1,0.1,happiness/README.md,present,23f3004390,1
0.1,0.1,happiness/*.png,present,23f3004390,1
0.1,0.1,media/README.md,present,23f3004390,1
0.1,0.1,media/*.png,present,23f3004390,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3004390,1
0.5,0.5,uv run autolysis *,ran,23f3004390,1
0.5,0.5,public_repo,exists,22f1000952,1
0.5,0.5,mit_license,present,22f1000952,1
0.4,0.4,autolysis.py,present,22f1000952,1
0.0,0.1,goodreads/README.md,missing,22f1000952,0
0.1,0.1,goodreads/*.png,present,22f1000952,1
0.0,0.1,happiness/README.md,missing,22f1000952,0
0.1,0.1,happiness/*.png,present,22f1000952,1
0.0,0.1,media/README.md,missing,22f1000952,0
0.1,0.1,media/*.png,present,22f1000952,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/22f1000952/goodreads.csv,22f1000952,0
0.0,0.5,uv run autolysis *,did not run all,22f1000952,0
0.5,0.5,public_repo,exists,23f1001990,1
0.5,0.5,mit_license,present,23f1001990,1
0.4,0.4,autolysis.py,present,23f1001990,1
0.1,0.1,goodreads/README.md,present,23f1001990,1
0.1,0.1,goodreads/*.png,present,23f1001990,1
0.1,0.1,happiness/README.md,present,23f1001990,1
0.1,0.1,happiness/*.png,present,23f1001990,1
0.1,0.1,media/README.md,present,23f1001990,1
0.1,0.1,media/*.png,present,23f1001990,1
0.0,0.5,uv run autolysis goodreads.csv,"Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23f1001990/autolysis.py"", line 10, in <module>     import networkx as nx ModuleNotFoundError: No module named 'networkx' ",23f1001990,0
0.0,0.5,uv run autolysis *,did not run all,23f1001990,0
0.5,0.5,public_repo,exists,23f1002973,1
0.5,0.5,mit_license,present,23f1002973,1
0.4,0.4,autolysis.py,present,23f1002973,1
0.1,0.1,goodreads/README.md,present,23f1002973,1
0.1,0.1,goodreads/*.png,present,23f1002973,1
0.1,0.1,happiness/README.md,present,23f1002973,1
0.1,0.1,happiness/*.png,present,23f1002973,1
0.1,0.1,media/README.md,present,23f1002973,1
0.1,0.1,media/*.png,present,23f1002973,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1002973,1
0.5,0.5,uv run autolysis *,ran,23f1002973,1
0.5,0.5,public_repo,exists,23f1003155,1
0.5,0.5,mit_license,present,23f1003155,1
0.4,0.4,autolysis.py,present,23f1003155,1
0.1,0.1,goodreads/README.md,present,23f1003155,1
0.1,0.1,goodreads/*.png,present,23f1003155,1
0.1,0.1,happiness/README.md,present,23f1003155,1
0.1,0.1,happiness/*.png,present,23f1003155,1
0.1,0.1,media/README.md,present,23f1003155,1
0.1,0.1,media/*.png,present,23f1003155,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1003155,1
0.5,0.5,uv run autolysis *,ran,23f1003155,1
0.5,0.5,public_repo,exists,23f1002092,1
0.5,0.5,mit_license,present,23f1002092,1
0.4,0.4,autolysis.py,present,23f1002092,1
0.1,0.1,goodreads/README.md,present,23f1002092,1
0.1,0.1,goodreads/*.png,present,23f1002092,1
0.1,0.1,happiness/README.md,present,23f1002092,1
0.1,0.1,happiness/*.png,present,23f1002092,1
0.1,0.1,media/README.md,present,23f1002092,1
0.1,0.1,media/*.png,present,23f1002092,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1002092,1
0.5,0.5,uv run autolysis *,ran,23f1002092,1
0.5,0.5,public_repo,exists,23f2000473,1
0.5,0.5,mit_license,present,23f2000473,1
0.4,0.4,autolysis.py,present,23f2000473,1
0.1,0.1,goodreads/README.md,present,23f2000473,1
0.1,0.1,goodreads/*.png,present,23f2000473,1
0.1,0.1,happiness/README.md,present,23f2000473,1
0.1,0.1,happiness/*.png,present,23f2000473,1
0.1,0.1,media/README.md,present,23f2000473,1
0.1,0.1,media/*.png,present,23f2000473,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/23f2000473/autolysis.py` Installed 35 packages in 95ms   File ""/root/.local/share/tds-sep-24-project-2/23f2000473/autolysis.py"", line 255     """"""Move a file only if it exists.""""""                                      ^ SyntaxError: unterminated triple-quoted string literal (detected at line 267) ",23f2000473,0
0.0,0.5,uv run autolysis *,did not run all,23f2000473,0
0.5,0.5,public_repo,exists,22f2000761,1
0.5,0.5,mit_license,present,22f2000761,1
0.4,0.4,autolysis.py,present,22f2000761,1
0.1,0.1,goodreads/README.md,present,22f2000761,1
0.1,0.1,goodreads/*.png,present,22f2000761,1
0.1,0.1,happiness/README.md,present,22f2000761,1
0.1,0.1,happiness/*.png,present,22f2000761,1
0.1,0.1,media/README.md,present,22f2000761,1
0.1,0.1,media/*.png,present,22f2000761,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/22f2000761/autolysis.py` Installed 24 packages in 91ms   File ""/root/.local/share/tds-sep-24-project-2/22f2000761/autolysis.py"", line 203     describe the code in commesnts abt the analysis               ^^^ SyntaxError: invalid syntax ",22f2000761,0
0.0,0.5,uv run autolysis *,did not run all,22f2000761,0
0.5,0.5,public_repo,exists,23ds3000191,1
0.5,0.5,mit_license,present,23ds3000191,1
0.4,0.4,autolysis.py,present,23ds3000191,1
0.1,0.1,goodreads/README.md,present,23ds3000191,1
0.1,0.1,goodreads/*.png,present,23ds3000191,1
0.1,0.1,happiness/README.md,present,23ds3000191,1
0.1,0.1,happiness/*.png,present,23ds3000191,1
0.1,0.1,media/README.md,present,23ds3000191,1
0.1,0.1,media/*.png,present,23ds3000191,1
0.0,0.5,uv run autolysis goodreads.csv,"Reading inline script metadata from `/root/.local/share/tds-sep-24-project-2/23ds3000191/autolysis.py` Installed 35 packages in 93ms Traceback (most recent call last):   File ""/root/.local/share/tds-sep-24-project-2/23ds3000191/autolysis.py"", line 26, in <module>     import requests ModuleNotFoundError: No module named 'requests' ",23ds3000191,0
0.0,0.5,uv run autolysis *,did not run all,23ds3000191,0
0.5,0.5,public_repo,exists,23f3002189,1
0.5,0.5,mit_license,present,23f3002189,1
0.4,0.4,autolysis.py,present,23f3002189,1
0.1,0.1,goodreads/README.md,present,23f3002189,1
0.1,0.1,goodreads/*.png,present,23f3002189,1
0.1,0.1,happiness/README.md,present,23f3002189,1
0.1,0.1,happiness/*.png,present,23f3002189,1
0.1,0.1,media/README.md,present,23f3002189,1
0.1,0.1,media/*.png,present,23f3002189,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3002189,1
0.5,0.5,uv run autolysis *,ran,23f3002189,1
0.5,0.5,public_repo,exists,23f2003111,1
0.5,0.5,mit_license,present,23f2003111,1
0.4,0.4,autolysis.py,present,23f2003111,1
0.1,0.1,goodreads/README.md,present,23f2003111,1
0.1,0.1,goodreads/*.png,present,23f2003111,1
0.1,0.1,happiness/README.md,present,23f2003111,1
0.1,0.1,happiness/*.png,present,23f2003111,1
0.1,0.1,media/README.md,present,23f2003111,1
0.1,0.1,media/*.png,present,23f2003111,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2003111,1
0.5,0.5,uv run autolysis *,ran,23f2003111,1
0.5,0.5,public_repo,exists,23f2002702,1
0.5,0.5,mit_license,present,23f2002702,1
0.4,0.4,autolysis.py,present,23f2002702,1
